,Quote_dt,discount,Home_policy_ind,state_id,quoted_amt,Prior_carrier_grp,credit_score,Cov_package_type,CAT_zone,policy_id,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,total_number_veh,convert_ind,primary_parking
12070,2016-09-10,No,N,FL,"$2,964",Other,692.0,Low,1.0,policy_18559,3,1,1,0,2,0.0,unknown
12072,2015-05-04,No,N,FL,"$2,648",Carrier_5,611.0,Medium,3.0,policy_9377,3,2,1,0,3,0.0,parking garage
12073,2015-02-19,Yes,Y,NJ,$505,Carrier_6,769.0,Medium,1.0,policy_60987,1,1,2,1,4,1.0,unknown
12074,2016-11-10,No,N,CT,"$3,735",Carrier_2,601.0,High,5.0,policy_2759,1,2,3,0,5,0.0,unknown
12075,2018-11-21,No,N,NY,"$5,443",Carrier_3,676.0,Low,2.0,policy_81463,3,0,3,0,3,1.0,unknown
12076,2015-02-04,No,N,NJ,"$3,863",Carrier_3,578.0,Medium,3.0,policy_47494,1,2,1,0,3,1.0,unknown
12077,2016-09-05,Yes,N,CT,$848,Carrier_7,742.0,Low,1.0,policy_2335,4,1,1,0,2,1.0,unknown
12078,2015-06-26,Yes,N,FL,"$2,134",Carrier_7,661.0,Low,1.0,policy_26650,2,3,3,0,6,0.0,home/driveway
12081,2017-12-23,No,N,FL,"$2,931",Carrier_1,637.0,Medium,1.0,policy_28431,1,1,1,1,3,1.0,unknown
12082,2017-11-21,No,N,NY,$627,Carrier_4,748.0,Medium,5.0,policy_84715,1,2,1,1,4,0.0,unknown
12084,2015-10-28,Yes,N,GA,"$14,010",Carrier_8,511.0,High,3.0,policy_31638,1,0,3,1,4,0.0,home/driveway
12085,2015-12-11,No,N,NY,"$4,222",Carrier_5,654.0,Medium,3.0,policy_69849,1,1,3,1,5,0.0,parking garage
12087,2015-11-06,No,N,FL,"$3,168",Carrier_6,598.0,Low,4.0,policy_28437,1,0,3,1,4,0.0,parking garage
12088,2015-04-15,Yes,Y,NJ,"$6,216",Carrier_6,557.0,High,5.0,policy_41549,2,1,1,1,3,0.0,unknown
12090,2016-05-09,No,N,NY,"$2,973",Carrier_6,540.0,Medium,2.0,policy_78136,1,0,2,1,3,1.0,unknown
12091,2018-01-23,No,N,FL,"$4,617",Carrier_2,604.0,Medium,4.0,policy_16027,3,0,2,0,2,1.0,unknown
12092,2018-04-19,No,N,NY,"$4,751",Carrier_5,687.0,High,5.0,policy_70895,1,0,2,0,2,0.0,unknown
12094,2016-10-24,No,N,NJ,"$3,398",Carrier_5,610.0,High,5.0,policy_58802,1,2,1,0,3,0.0,unknown
12095,2016-12-20,Yes,Y,NY,"$16,738",Carrier_1,566.0,High,4.0,policy_68059,3,0,1,0,1,0.0,unknown
12096,2018-08-17,No,N,NY,"$2,615",Carrier_1,619.0,Medium,2.0,policy_91328,2,2,2,1,5,0.0,unknown
12097,2016-10-14,No,N,NY,"$3,846",Carrier_6,638.0,High,4.0,policy_89930,1,1,3,0,4,0.0,unknown
12100,2018-06-06,Yes,N,NY,"$1,838",Carrier_8,783.0,High,3.0,policy_72616,1,1,3,0,4,1.0,home/driveway
12101,2015-04-17,No,N,NY,"$4,377",Carrier_1,648.0,Medium,2.0,policy_64287,3,1,2,0,3,0.0,unknown
12102,2016-11-30,No,N,NY,"$5,437",Carrier_6,603.0,Medium,3.0,policy_69599,1,1,1,0,2,0.0,unknown
12103,2016-06-12,No,N,NJ,"$2,120",Carrier_3,627.0,Medium,5.0,policy_41305,2,3,3,0,6,0.0,home/driveway
12104,2017-06-11,Yes,Y,FL,"$5,374",Carrier_5,646.0,High,4.0,policy_19801,5,2,2,2,6,0.0,street
12105,2018-04-15,No,N,MN,"$1,821",Carrier_1,715.0,Medium,3.0,policy_35818,3,3,2,1,6,0.0,unknown
12107,2018-05-07,No,N,NY,"$3,145",Carrier_6,640.0,High,3.0,policy_86607,3,1,3,2,6,0.0,unknown
12108,2018-10-06,No,N,NY,"$13,114",Carrier_3,517.0,High,5.0,policy_95073,1,0,1,0,1,1.0,street
12114,2018-08-31,No,N,NY,"$3,415",Carrier_1,684.0,Medium,4.0,policy_87370,2,0,2,2,4,0.0,unknown
12115,2018-03-01,No,N,NJ,"$1,455",Carrier_5,785.0,Medium,2.0,policy_52811,2,1,1,1,3,0.0,unknown
12119,2016-03-31,Yes,N,NJ,"$2,057",Carrier_3,622.0,Medium,1.0,policy_44673,1,1,1,1,3,0.0,unknown
12120,2018-03-23,Yes,Y,NJ,"$1,218",Carrier_6,720.0,Low,1.0,policy_44777,1,0,1,2,3,0.0,home/driveway
12121,2018-10-30,No,N,FL,"$3,221",Carrier_2,661.0,Low,2.0,policy_13663,3,0,1,1,2,0.0,unknown
12122,2018-05-02,No,N,AL,"$3,946",Carrier_8,643.0,Low,5.0,policy_939,3,2,2,1,5,0.0,unknown
12124,2018-01-29,Yes,Y,MN,"$1,792",Carrier_5,812.0,Medium,4.0,policy_38681,2,3,2,0,5,0.0,unknown
12126,2016-10-03,No,N,NJ,"$3,346",Carrier_4,655.0,Medium,3.0,policy_53592,1,3,3,0,6,0.0,unknown
12127,2018-02-28,No,N,FL,"$3,030",Carrier_1,602.0,Medium,2.0,policy_13081,1,1,1,1,3,0.0,unknown
12130,2018-04-18,No,N,NY,"$1,756",Carrier_7,786.0,Low,5.0,policy_79225,2,2,1,0,3,0.0,unknown
12131,2018-06-23,Yes,Y,FL,"$4,506",Carrier_7,634.0,Low,5.0,policy_20968,1,2,2,0,4,0.0,parking garage
12132,2018-12-20,Yes,Y,CT,"$2,092",Carrier_6,687.0,Low,1.0,policy_2321,1,2,1,0,3,0.0,unknown
12134,2016-01-09,No,N,NJ,"$1,985",Carrier_6,763.0,Low,1.0,policy_53664,2,3,2,0,5,1.0,home/driveway
12135,2016-11-15,No,N,FL,"$1,904",Carrier_8,767.0,Low,2.0,policy_21220,1,1,1,0,2,1.0,parking garage
12136,2018-03-05,Yes,N,MN,"$1,582",Carrier_4,745.0,Medium,5.0,policy_40554,3,2,3,0,5,0.0,unknown
12137,2016-09-07,Yes,Y,FL,"$3,816",Other,609.0,High,5.0,policy_26669,1,1,1,1,3,0.0,unknown
12138,2018-04-26,No,N,GA,"$10,321",Carrier_1,597.0,High,4.0,policy_33944,1,2,2,0,4,0.0,unknown
12142,2016-01-13,No,N,NJ,"$1,927",Carrier_3,816.0,Low,1.0,policy_46625,1,1,1,1,3,0.0,unknown
12143,2015-10-11,No,N,NY,"$1,066",Carrier_6,769.0,Low,2.0,policy_90875,3,0,2,1,3,0.0,unknown
12144,2018-07-04,No,N,MN,"$1,150",Carrier_3,775.0,Medium,2.0,policy_38478,2,3,1,0,4,0.0,unknown
12146,2015-11-03,No,N,GA,"$7,907",Other,530.0,High,4.0,policy_30912,1,1,1,1,3,0.0,unknown
12147,2016-07-28,No,N,NJ,"$7,139",Carrier_6,480.0,High,3.0,policy_43042,3,2,1,0,3,0.0,unknown
12148,2016-01-04,No,N,FL,"$3,795",Carrier_2,688.0,Medium,1.0,policy_20200,1,1,3,0,4,0.0,unknown
12149,2018-08-21,No,N,NJ,"$2,255",Carrier_5,662.0,High,5.0,policy_46527,5,2,1,0,3,0.0,unknown
12150,2015-04-02,No,N,NJ,"$1,493",Carrier_5,769.0,Low,4.0,policy_53822,1,1,2,0,3,0.0,unknown
12152,2018-07-25,No,N,CT,"$2,168",Carrier_7,652.0,Low,1.0,policy_3215,3,2,1,0,3,1.0,unknown
12153,2017-11-29,Yes,Y,NY,"$7,877",Carrier_6,536.0,High,4.0,policy_73727,3,1,1,1,3,0.0,unknown
12155,2015-05-12,No,N,FL,"$1,739",Carrier_5,711.0,Medium,1.0,policy_23664,1,1,1,0,2,0.0,unknown
12156,2018-02-09,No,N,NY,"$4,682",Carrier_4,589.0,Medium,3.0,policy_73374,2,2,1,1,4,0.0,unknown
12157,2017-02-15,No,N,CT,"$2,321",Carrier_5,661.0,Low,2.0,policy_4003,1,3,1,0,4,0.0,unknown
12158,2016-04-02,Yes,Y,WI,"$31,587",Carrier_6,491.0,High,1.0,policy_99928,4,3,1,0,4,0.0,unknown
12160,2017-09-15,Yes,Y,FL,"$3,023",Carrier_2,710.0,High,5.0,policy_13233,2,0,2,0,2,0.0,parking garage
12161,2015-10-11,Yes,Y,FL,$693,Carrier_6,745.0,Medium,3.0,policy_22979,1,3,2,1,6,0.0,unknown
12162,2018-01-02,Yes,N,NY,"$5,266",Carrier_3,711.0,High,5.0,policy_61498,1,0,1,0,1,0.0,unknown
12164,2018-10-18,No,N,NY,"$1,614",Carrier_1,728.0,Low,1.0,policy_78668,3,2,3,1,6,0.0,unknown
12165,2015-08-03,No,N,NJ,"$2,237",Carrier_3,660.0,High,5.0,policy_51573,2,2,2,2,6,1.0,unknown
12166,2015-10-11,No,N,NY,"$6,810",Carrier_5,573.0,Medium,1.0,policy_90270,5,1,1,0,2,0.0,unknown
12167,2016-10-16,No,N,WI,"$15,321",Carrier_1,595.0,High,2.0,policy_96241,4,0,1,1,2,0.0,parking garage
12169,2015-07-11,No,N,NJ,"$2,223",Carrier_4,672.0,Medium,4.0,policy_59536,1,2,1,1,4,0.0,street
12171,2015-12-20,No,N,NJ,"$3,256",Carrier_1,669.0,Medium,2.0,policy_52973,3,1,2,1,4,0.0,home/driveway
12174,2016-11-09,No,N,NY,"$3,113",Carrier_5,658.0,High,4.0,policy_69416,1,2,2,0,4,0.0,unknown
12175,2016-01-25,Yes,N,NJ,"$2,395",Carrier_1,707.0,Medium,3.0,policy_40846,1,2,1,1,4,0.0,unknown
12177,2018-05-31,No,N,CT,"$4,712",Carrier_3,606.0,Low,1.0,policy_5480,6,1,1,0,2,0.0,home/driveway
12179,2018-08-04,Yes,Y,NJ,"$3,627",Carrier_8,650.0,High,5.0,policy_48998,2,1,3,0,4,0.0,home/driveway
12181,2017-12-02,Yes,Y,NJ,"$2,084",Carrier_1,710.0,Low,2.0,policy_41431,2,0,2,1,3,0.0,unknown
12182,2015-08-02,No,N,WI,"$7,076",Carrier_2,554.0,High,4.0,policy_95425,2,2,3,1,6,0.0,parking garage
12184,2018-03-29,No,N,NJ,"$2,783",Carrier_3,613.0,Medium,1.0,policy_58429,3,0,2,0,2,0.0,parking garage
12186,2016-06-29,No,N,NJ,"$1,696",Carrier_4,745.0,Medium,3.0,policy_59754,3,0,1,0,1,0.0,parking garage
12187,2016-11-30,Yes,Y,NY,"$4,475",Carrier_7,651.0,Medium,1.0,policy_75284,1,1,1,1,3,1.0,unknown
12188,2015-08-13,Yes,Y,NJ,"$3,422",Carrier_6,633.0,Low,2.0,policy_41520,6,1,1,0,2,0.0,home/driveway
12190,2015-09-27,Yes,Y,FL,"$3,332",Carrier_7,657.0,Medium,5.0,policy_14294,2,1,1,0,2,1.0,unknown
12192,2018-11-05,No,N,CT,"$2,106",Carrier_2,670.0,Medium,3.0,policy_3193,1,0,2,0,2,0.0,unknown
12193,2015-09-18,No,N,FL,"$7,135",Carrier_4,581.0,High,2.0,policy_25036,6,2,1,1,4,0.0,home/driveway
12195,2015-10-09,No,N,MN,"$1,882",Carrier_5,763.0,Low,4.0,policy_40114,3,1,1,0,2,0.0,unknown
12196,2016-05-23,Yes,Y,NY,"$6,641",Carrier_1,573.0,High,4.0,policy_80996,5,1,1,1,3,0.0,unknown
12198,2018-08-30,No,N,FL,"$3,061",Carrier_5,700.0,High,4.0,policy_16681,1,1,1,0,2,0.0,parking garage
12201,2016-06-12,No,N,NY,"$1,389",Carrier_3,721.0,Medium,5.0,policy_63903,3,1,2,2,5,0.0,unknown
12202,2017-10-22,No,N,NJ,"$2,665",Carrier_4,638.0,Medium,1.0,policy_51169,4,2,1,0,3,0.0,unknown
12203,2017-03-25,No,N,MN,"$1,059",Carrier_1,820.0,Low,2.0,policy_37691,3,2,1,1,4,0.0,unknown
12204,2018-03-19,No,N,WI,"$8,408",Carrier_5,493.0,High,4.0,policy_98161,2,2,3,1,6,0.0,unknown
12205,2017-07-18,No,N,CT,"$2,644",Carrier_3,675.0,Medium,5.0,policy_2507,1,1,2,1,4,0.0,unknown
12209,2017-04-22,No,N,NY,"$8,872",Carrier_2,545.0,High,5.0,policy_92542,4,2,1,2,5,0.0,unknown
12210,2015-12-18,No,N,FL,"$1,653",Carrier_5,721.0,Low,2.0,policy_13837,1,2,1,0,3,0.0,parking garage
12211,2018-11-12,No,N,FL,"$3,446",Other,649.0,Medium,2.0,policy_21113,2,1,2,0,3,0.0,unknown
12212,2018-07-17,Yes,N,NY,"$5,729",Carrier_5,626.0,High,4.0,policy_63855,1,1,2,0,3,0.0,street
12214,2017-01-05,Yes,Y,GA,"$9,183",Carrier_7,574.0,High,5.0,policy_30933,2,3,1,1,5,0.0,unknown
12215,2017-02-16,No,N,NY,"$5,651",Carrier_8,644.0,Low,2.0,policy_72756,2,2,3,1,6,0.0,unknown
12217,2015-08-10,Yes,Y,NY,"$4,697",Carrier_8,649.0,Medium,2.0,policy_81470,6,3,3,1,7,0.0,unknown
12218,2017-03-29,No,N,NY,"$6,345",Carrier_4,586.0,High,4.0,policy_72333,4,2,1,0,3,0.0,parking garage
12219,2018-02-05,No,N,FL,"$3,528",Carrier_1,635.0,Medium,5.0,policy_11399,5,3,1,0,4,0.0,unknown
12220,2015-02-24,Yes,N,NJ,"$1,204",Carrier_6,739.0,Low,1.0,policy_50139,3,2,3,0,5,0.0,unknown
12221,2017-01-23,No,N,GA,"$6,762",Carrier_3,542.0,High,5.0,policy_30557,5,1,2,1,4,0.0,unknown
12222,2016-03-10,No,N,FL,"$5,308",Carrier_1,657.0,High,5.0,policy_17807,2,1,2,2,5,0.0,unknown
12223,2015-06-19,No,N,NJ,"$2,484",Carrier_3,680.0,Medium,3.0,policy_51304,2,1,1,0,2,1.0,unknown
12225,2016-07-26,No,N,NJ,"$3,498",Carrier_6,721.0,Low,2.0,policy_42824,2,2,1,0,3,0.0,unknown
12227,2015-10-09,No,N,NY,"$5,462",Carrier_8,671.0,Medium,2.0,policy_81506,3,1,2,0,3,1.0,parking garage
12229,2016-07-14,No,N,WI,"$23,402",Carrier_1,573.0,High,4.0,policy_98025,1,2,3,1,6,0.0,unknown
12231,2016-08-16,Yes,Y,MN,"$2,823",Carrier_1,667.0,Low,2.0,policy_37777,4,2,1,1,4,1.0,unknown
12235,2015-04-12,Yes,N,NJ,"$2,120",Carrier_4,627.0,Low,2.0,policy_53026,1,1,1,0,2,0.0,unknown
12236,2015-09-24,No,N,FL,"$4,923",Carrier_5,659.0,High,5.0,policy_20510,1,2,1,0,3,0.0,home/driveway
12237,2015-04-19,Yes,N,NJ,"$4,304",Carrier_7,653.0,Medium,1.0,policy_52019,2,2,2,0,4,0.0,unknown
12238,2015-12-15,No,N,NJ,"$3,002",Carrier_3,630.0,Medium,3.0,policy_58395,1,1,1,1,3,0.0,home/driveway
12239,2015-08-17,Yes,N,NY,"$5,485",Carrier_8,639.0,Low,1.0,policy_63129,1,0,2,1,3,0.0,parking garage
12242,2016-07-01,No,N,CT,"$6,957",Carrier_5,546.0,High,5.0,policy_4821,1,2,1,1,4,0.0,unknown
12244,2017-03-24,Yes,Y,NY,"$3,525",Carrier_5,689.0,Medium,3.0,policy_90549,1,1,3,0,4,0.0,street
12245,2017-02-17,Yes,Y,NJ,"$1,811",Carrier_6,789.0,Low,1.0,policy_41150,3,0,3,2,5,0.0,home/driveway
12247,2016-05-09,Yes,Y,FL,"$2,209",Carrier_1,705.0,High,1.0,policy_28010,3,1,2,1,4,0.0,unknown
12248,2018-12-05,Yes,Y,MN,"$1,450",Carrier_5,742.0,Medium,1.0,policy_37858,1,3,2,0,5,0.0,unknown
12249,2015-01-04,No,N,NY,"$6,074",Carrier_5,558.0,High,5.0,policy_76048,3,1,3,0,4,0.0,unknown
12251,2016-06-17,No,N,FL,"$2,420",Carrier_5,635.0,Low,2.0,policy_13137,1,2,2,0,4,0.0,unknown
12252,2015-01-16,No,N,FL,"$3,644",Carrier_7,670.0,Low,1.0,policy_15997,3,3,1,1,5,0.0,unknown
12254,2016-12-01,No,N,NY,"$6,394",Carrier_1,545.0,High,4.0,policy_70482,3,3,1,0,4,1.0,street
12256,2018-08-17,No,N,FL,"$2,466",Carrier_2,607.0,Low,2.0,policy_20219,1,0,1,0,1,0.0,unknown
12259,2016-03-14,No,N,GA,"$18,490",Carrier_5,568.0,Medium,1.0,policy_30414,1,2,2,0,4,0.0,unknown
12260,2017-06-18,No,N,NJ,"$1,427",Carrier_8,726.0,Low,5.0,policy_52175,2,0,1,1,2,1.0,unknown
12262,2017-03-18,No,N,NY,"$1,262",Carrier_3,707.0,Medium,3.0,policy_73712,6,3,1,1,5,0.0,unknown
12263,2017-06-03,No,N,NY,"$3,552",Carrier_8,713.0,High,5.0,policy_61429,2,1,1,0,2,0.0,unknown
12265,2015-07-13,Yes,N,WI,"$26,120",Carrier_1,481.0,Medium,2.0,policy_96843,3,1,1,0,2,0.0,unknown
12268,2018-08-07,No,N,FL,"$5,589",Carrier_6,639.0,Low,3.0,policy_22526,2,2,2,0,4,0.0,street
12269,2016-12-18,No,N,FL,"$4,467",Carrier_5,672.0,Low,2.0,policy_30170,2,2,1,1,4,0.0,unknown
12271,2015-10-05,No,N,FL,"$8,477",Carrier_2,544.0,High,5.0,policy_22160,4,2,2,1,5,0.0,unknown
12272,2016-08-14,No,N,NY,"$2,476",Carrier_8,685.0,Medium,4.0,policy_65104,1,2,2,1,5,0.0,unknown
12273,2017-09-16,Yes,N,NJ,"$4,876",Carrier_1,673.0,Low,4.0,policy_47002,2,0,3,0,3,0.0,unknown
12276,2016-01-08,No,N,FL,"$3,936",Carrier_4,651.0,Medium,3.0,policy_13459,1,1,1,1,3,0.0,unknown
12277,2017-06-17,Yes,N,NY,"$1,291",Carrier_7,719.0,Low,2.0,policy_76897,3,1,2,0,3,0.0,unknown
12278,2016-07-13,No,N,NJ,"$3,798",Carrier_6,702.0,Medium,5.0,policy_52656,3,2,3,1,6,1.0,unknown
12279,2018-06-20,No,N,FL,"$6,425",Carrier_5,536.0,High,4.0,policy_7652,3,1,3,1,5,0.0,unknown
12280,2017-07-04,No,N,CT,"$2,692",Carrier_5,595.0,High,4.0,policy_5362,2,2,2,0,4,0.0,unknown
12282,2015-04-30,Yes,Y,NJ,"$5,277",Carrier_5,650.0,High,1.0,policy_57959,1,2,2,0,4,0.0,unknown
12284,2016-12-02,No,N,GA,"$13,774",Carrier_7,552.0,High,5.0,policy_31138,1,1,1,1,3,0.0,unknown
12286,2018-03-13,No,N,NY,"$4,805",Carrier_5,702.0,Low,1.0,policy_67396,3,1,1,2,4,0.0,unknown
12287,2016-10-12,No,N,NY,"$3,836",Carrier_3,602.0,Medium,1.0,policy_72885,3,1,1,0,2,0.0,home/driveway
12291,2016-11-18,Yes,Y,GA,"$10,860",Carrier_7,524.0,High,5.0,policy_34294,1,3,3,0,6,0.0,unknown
12293,2017-02-26,No,N,NY,"$5,932",Carrier_1,631.0,Medium,2.0,policy_90379,1,0,1,0,1,0.0,unknown
12294,2016-05-01,No,N,NY,"$6,428",Carrier_3,536.0,High,5.0,policy_67084,1,3,2,0,5,0.0,home/driveway
12295,2016-07-12,No,N,CT,"$5,476",Carrier_7,575.0,Medium,3.0,policy_5678,2,0,3,0,3,0.0,unknown
12297,2016-08-31,No,N,NJ,"$9,244",Carrier_6,591.0,High,5.0,policy_60603,2,2,1,2,5,1.0,unknown
12298,2016-02-26,No,N,WI,"$6,457",Carrier_1,565.0,High,4.0,policy_99438,1,0,2,2,4,0.0,parking garage
12299,2018-05-24,Yes,Y,NJ,"$5,720",Carrier_4,639.0,Medium,1.0,policy_46120,2,2,1,0,3,0.0,parking garage
12300,2016-10-14,No,N,NJ,"$2,073",Carrier_1,623.0,Medium,2.0,policy_60183,2,0,2,1,3,1.0,parking garage
12301,2015-10-11,No,N,NY,"$2,887",Carrier_3,603.0,Medium,3.0,policy_77746,2,1,3,1,5,1.0,unknown
12302,2017-04-06,Yes,Y,FL,"$1,814",Carrier_7,774.0,Medium,4.0,policy_28208,2,1,1,0,2,0.0,street
12305,2016-06-26,Yes,N,NJ,"$1,535",Carrier_1,769.0,Medium,3.0,policy_41890,5,1,1,2,4,0.0,home/driveway
12308,2015-11-03,Yes,Y,NY,"$2,364",Carrier_6,650.0,Medium,3.0,policy_84161,5,0,2,0,2,1.0,unknown
12310,2018-07-19,No,N,CT,"$1,528",Other,778.0,Medium,2.0,policy_4637,2,2,1,1,4,0.0,unknown
12311,2016-03-08,No,N,NY,"$2,689",Carrier_6,578.0,Medium,2.0,policy_89959,5,1,1,1,3,0.0,parking garage
12313,2018-12-19,Yes,Y,NJ,"$5,619",Carrier_6,665.0,Medium,1.0,policy_59097,2,1,1,1,3,0.0,unknown
12314,2015-04-23,No,N,CT,"$2,886",Carrier_4,662.0,Medium,3.0,policy_2831,4,0,1,2,3,0.0,unknown
12315,2018-11-01,Yes,Y,FL,"$4,123",Other,654.0,Low,2.0,policy_30265,3,1,3,1,5,0.0,unknown
12318,2016-05-11,No,N,NY,"$2,991",Carrier_1,645.0,Medium,1.0,policy_85004,2,1,1,0,2,1.0,unknown
12319,2015-11-30,No,N,NY,"$2,203",Carrier_5,656.0,Medium,2.0,policy_80154,1,1,1,1,3,0.0,unknown
12321,2015-10-14,No,N,NY,"$3,509",Carrier_6,708.0,Low,4.0,policy_77726,1,1,3,0,4,0.0,parking garage
12322,2017-10-27,No,N,FL,"$2,040",Carrier_5,658.0,Low,2.0,policy_9488,2,0,1,0,1,0.0,street
12324,2016-01-27,No,N,FL,"$3,082",Carrier_5,597.0,High,5.0,policy_12453,1,3,3,1,7,0.0,unknown
12325,2018-05-04,No,N,NJ,"$1,536",Carrier_5,735.0,High,4.0,policy_50297,1,2,2,1,5,0.0,parking garage
12326,2016-05-16,No,N,CT,"$3,687",Carrier_7,588.0,Low,3.0,policy_5941,3,2,2,2,6,0.0,unknown
12328,2018-09-20,No,N,NJ,"$1,179",Carrier_1,713.0,Medium,3.0,policy_53675,2,2,1,0,3,0.0,unknown
12330,2017-07-01,Yes,Y,FL,"$3,468",Carrier_1,613.0,Medium,3.0,policy_20710,4,1,1,0,2,0.0,parking garage
12331,2017-12-08,No,N,NJ,"$1,444",Carrier_5,708.0,Low,2.0,policy_53760,2,1,1,1,3,0.0,home/driveway
12332,2015-08-19,Yes,Y,FL,"$4,496",Other,626.0,High,5.0,policy_27438,2,1,2,0,3,0.0,unknown
12333,2017-11-16,No,N,NJ,$905,Carrier_6,690.0,Medium,2.0,policy_54936,3,1,1,1,3,0.0,unknown
12334,2018-04-28,No,N,FL,"$4,308",Carrier_5,686.0,Low,2.0,policy_25780,1,1,3,0,4,0.0,unknown
12336,2016-03-05,No,N,GA,"$1,874",Carrier_4,765.0,Low,1.0,policy_35000,3,1,2,2,5,0.0,unknown
12337,2018-09-20,No,N,NY,"$7,713",Carrier_1,545.0,High,3.0,policy_92442,1,0,3,1,4,0.0,home/driveway
12338,2015-03-25,No,N,NY,"$2,165",Carrier_8,633.0,Low,5.0,policy_83495,1,1,2,0,3,0.0,home/driveway
12339,2016-04-14,No,N,NY,"$4,703",Carrier_1,672.0,Low,4.0,policy_90860,4,1,1,0,2,0.0,unknown
12341,2018-09-03,No,N,GA,"$30,387",Carrier_4,558.0,High,5.0,policy_31298,2,1,2,2,5,0.0,unknown
12342,2017-10-06,No,N,WI,"$8,336",Carrier_1,572.0,High,5.0,policy_97409,1,0,2,2,4,0.0,unknown
12344,2016-07-08,No,N,FL,"$1,321",Carrier_2,818.0,Low,3.0,policy_11800,4,2,1,0,3,0.0,unknown
12345,2016-10-30,Yes,Y,FL,"$4,828",Carrier_2,648.0,High,5.0,policy_29259,3,1,1,0,2,0.0,home/driveway
12346,2015-04-29,No,N,FL,"$3,163",Carrier_1,655.0,High,4.0,policy_13360,3,3,2,1,6,0.0,unknown
12348,2017-09-27,No,N,NY,"$6,409",Carrier_1,591.0,Medium,3.0,policy_93405,2,1,2,0,3,0.0,unknown
12349,2017-09-03,Yes,Y,NY,"$6,012",Carrier_2,595.0,High,4.0,policy_71777,5,1,2,1,4,0.0,unknown
12350,2015-10-07,No,N,NY,"$10,153",Carrier_1,544.0,High,4.0,policy_92980,2,1,2,2,5,0.0,unknown
12352,2016-08-19,Yes,Y,NY,"$3,464",Carrier_6,719.0,Medium,2.0,policy_74557,4,0,1,1,2,0.0,home/driveway
12353,2018-08-16,No,N,NY,"$3,523",Carrier_6,633.0,Medium,4.0,policy_73311,2,2,2,0,4,0.0,unknown
12354,2017-03-06,No,N,NJ,"$1,229",Carrier_6,750.0,Low,2.0,policy_43071,1,2,2,0,4,0.0,home/driveway
12357,2015-11-08,No,N,NJ,"$3,723",Carrier_3,627.0,Medium,3.0,policy_46423,3,0,1,0,1,0.0,unknown
12358,2018-02-02,No,N,FL,"$3,774",Carrier_5,672.0,Medium,3.0,policy_12119,3,2,2,1,5,0.0,unknown
12359,2018-09-01,No,N,GA,"$4,658",Carrier_4,679.0,Medium,1.0,policy_32206,1,2,1,0,3,0.0,home/driveway
12360,2015-01-18,No,N,NJ,"$2,924",Carrier_3,655.0,Medium,1.0,policy_46626,3,3,2,0,5,1.0,unknown
12361,2016-11-03,No,N,NY,"$8,331",Carrier_3,580.0,High,2.0,policy_75519,1,2,1,1,4,0.0,unknown
12362,2015-05-08,No,N,FL,"$7,992",Carrier_6,543.0,Medium,3.0,policy_17563,2,1,1,1,3,1.0,parking garage
12365,2016-10-17,Yes,Y,FL,"$1,631",Carrier_7,758.0,Medium,1.0,policy_21284,1,2,2,1,5,0.0,unknown
12366,2017-08-09,No,N,FL,"$3,073",Carrier_1,619.0,Medium,2.0,policy_16631,1,1,3,0,4,0.0,unknown
12367,2017-05-29,No,N,NY,"$6,347",Carrier_5,507.0,Medium,1.0,policy_80732,3,0,2,0,2,0.0,street
12368,2015-08-07,No,N,WI,"$15,639",Carrier_3,551.0,High,2.0,policy_96107,2,1,2,1,4,0.0,unknown
12370,2015-05-17,Yes,Y,FL,"$2,270",Carrier_5,580.0,Low,2.0,policy_9085,2,1,2,0,3,0.0,parking garage
12372,2016-05-25,No,N,FL,"$4,641",Carrier_5,664.0,High,5.0,policy_20920,1,1,2,1,4,0.0,home/driveway
12374,2015-10-11,No,N,NJ,"$1,777",Carrier_6,807.0,Low,4.0,policy_45984,3,2,2,0,4,0.0,home/driveway
12375,2018-03-12,No,N,NJ,"$4,360",Carrier_6,661.0,High,4.0,policy_46598,1,2,3,0,5,0.0,unknown
12376,2018-02-12,No,N,FL,"$1,110",Carrier_5,710.0,Low,1.0,policy_19408,2,0,2,0,2,0.0,street
12377,2017-04-21,Yes,N,NY,"$1,929",Carrier_5,731.0,Low,2.0,policy_88401,3,0,1,0,1,0.0,unknown
12378,2018-11-25,No,N,WI,"$5,804",Carrier_6,724.0,Medium,5.0,policy_98761,2,1,1,0,2,0.0,home/driveway
12380,2016-12-24,No,N,FL,"$4,588",Carrier_5,693.0,Medium,3.0,policy_23454,3,1,1,2,4,0.0,unknown
12381,2016-09-04,No,N,FL,"$1,212",Other,811.0,Low,1.0,policy_18897,2,2,1,0,3,0.0,unknown
12382,2018-06-11,No,N,FL,"$1,862",Carrier_7,784.0,Medium,2.0,policy_29161,1,2,2,1,5,0.0,unknown
12383,2016-06-01,Yes,Y,NY,"$2,188",Carrier_5,649.0,Medium,5.0,policy_85570,2,1,2,0,3,0.0,unknown
12384,2018-10-30,No,N,NY,"$5,374",Carrier_2,711.0,Medium,2.0,policy_61522,1,2,3,0,5,0.0,home/driveway
12387,2016-05-24,No,N,NJ,"$7,388",Carrier_5,536.0,High,5.0,policy_48291,2,1,2,1,4,0.0,home/driveway
